project_id,sector,state,original_cost,revised_cost,planned_duration_months,project_age_months,physical_progress,financial_progress,milestones_total,milestones_delayed,land_acquisition_pending,clearance_pending,funding_issue,contractor_issue,previous_schedule_deviation,is_delayed
PAI-01384,Railways,Jharkhand,107.7,107.9,51,6,7.9,9.7,14,0,0,0,0,0,-4.7,0
PAI-01385,Ports,Bihar,270.4,282.1,56,33,65.7,66.7,13,3,0,0,0,0,1.5,0
PAI-01386,Airports,Telangana,160.6,164.6,43,14,29.9,26.1,14,0,1,0,0,0,-4.6,1
PAI-01387,Power,West Bengal,278.5,296.8,38,39,94.4,100.0,13,3,0,1,0,0,10.1,0
PAI-01388,Railways,Maharashtra,119.1,129.8,34,53,100.0,94.4,8,1,0,0,1,0,6.6,0
PAI-01389,Industrial Corridors,Maharashtra,53.7,54.1,52,29,58.2,67.1,12,2,0,0,0,0,2.9,0
PAI-01390,Water & Sanitation,Gujarat,177.1,197.4,43,80,93.8,100.0,13,2,0,0,0,1,6.1,1
PAI-01391,Roads,Madhya Pradesh,209.4,218.9,25,14,69.0,80.9,7,2,0,0,0,1,6.2,1
PAI-01392,Roads,Gujarat,211.1,219.9,18,54,100.0,98.3,5,0,0,0,0,0,-8.0,1
PAI-01393,Roads,Jharkhand,378.3,425.4,46,42,93.2,100.0,8,3,1,0,0,0,7.1,1
PAI-01394,Industrial Corridors,Uttar Pradesh,459.0,499.6,42,27,88.4,91.4,12,4,1,0,0,0,11.3,1
PAI-01395,Industrial Corridors,Maharashtra,79.7,79.7,27,45,85.0,77.5,4,0,0,0,0,0,3.6,0
PAI-01396,Power,Odisha,342.6,359.6,22,24,100.0,100.0,4,1,0,0,0,0,13.7,1
PAI-01397,Airports,Odisha,1126.6,1255.2,47,82,100.0,93.7,12,1,0,0,1,0,10.9,1
PAI-01398,Railways,Telangana,117.3,122.9,38,75,94.3,72.6,9,1,1,0,0,0,4.2,0
PAI-01399,Power,Gujarat,658.8,686.8,44,79,84.5,94.5,12,0,0,0,1,0,-3.7,0
PAI-01400,Urban Transit,Telangana,134.1,148.7,59,16,24.5,23.0,13,3,0,0,0,1,3.2,0
PAI-01401,Urban Transit,Madhya Pradesh,115.5,120.1,39,18,46.5,58.0,8,1,1,0,0,0,5.1,1
PAI-01402,Water & Sanitation,Andhra Pradesh,61.2,62.4,55,47,74.8,87.3,16,0,0,0,0,0,1.1,0
PAI-01403,Roads,Jharkhand,1435.9,1483.7,56,78,100.0,100.0,9,0,0,0,0,0,-0.3,0
PAI-01404,Industrial Corridors,Rajasthan,734.3,817.1,46,66,100.0,93.6,14,0,1,0,1,0,-2.3,1
PAI-01405,Water & Sanitation,Bihar,245.9,254.7,42,66,100.0,94.9,11,0,0,0,0,0,5.0,0
PAI-01406,Airports,Uttar Pradesh,92.5,93.9,41,56,92.8,97.0,11,1,0,0,0,0,1.4,0
PAI-01407,Water & Sanitation,Jharkhand,186.8,189.9,64,32,55.0,50.9,18,1,0,0,0,0,-3.6,0
PAI-01408,Industrial Corridors,Uttar Pradesh,333.2,378.8,64,15,15.9,17.5,18,2,1,0,0,0,10.6,1
PAI-01409,Urban Transit,Kerala,488.1,513.5,31,84,94.4,100.0,8,0,0,0,0,0,-4.1,0
PAI-01410,Ports,Madhya Pradesh,380.7,401.2,53,84,100.0,92.8,14,0,1,0,0,0,-3.2,0
PAI-01411,Airports,Andhra Pradesh,151.3,154.0,57,75,95.4,100.0,14,2,0,0,0,0,7.1,0
PAI-01412,Water & Sanitation,Gujarat,196.2,205.7,75,84,87.7,96.4,19,2,0,0,0,0,4.4,0
PAI-01413,Railways,Tamil Nadu,535.8,617.7,41,71,96.9,72.7,10,1,1,0,1,0,3.0,1
PAI-01414,Water & Sanitation,Telangana,387.6,401.9,71,10,28.0,37.2,12,1,0,0,0,0,10.7,0
PAI-01415,Roads,Bihar,122.5,136.5,32,21,71.2,62.8,8,2,1,0,0,0,8.1,0
PAI-01416,Roads,Haryana,176.3,183.5,48,83,100.0,96.5,9,1,0,0,0,0,6.9,0
PAI-01417,Power,Gujarat,540.8,559.0,22,65,100.0,95.2,4,2,1,0,0,0,1.9,0
PAI-01418,Ports,Andhra Pradesh,306.5,338.4,33,73,96.6,100.0,9,0,1,1,1,0,2.9,0
PAI-01419,Power,Bihar,851.8,877.2,45,71,79.8,91.4,9,0,0,0,0,0,3.7,0
PAI-01420,Urban Transit,Gujarat,104.2,107.9,40,52,92.3,80.5,8,0,0,0,0,0,-12.0,1
PAI-01421,Railways,Odisha,1635.8,1744.8,33,75,98.1,100.0,8,0,1,0,1,0,6.7,0
PAI-01422,Industrial Corridors,Jharkhand,178.1,185.3,55,82,98.7,98.4,13,0,1,0,0,0,3.6,1
PAI-01423,Water & Sanitation,Tamil Nadu,732.0,749.5,23,36,100.0,100.0,4,0,0,0,0,0,-4.2,0
PAI-01424,Urban Transit,Karnataka,443.5,449.5,35,6,17.4,7.4,10,1,0,0,0,0,1.0,0
PAI-01425,Urban Transit,Kerala,301.6,314.3,49,15,47.5,43.4,13,1,0,0,0,0,5.7,0
PAI-01426,Industrial Corridors,Andhra Pradesh,279.0,290.8,62,36,50.3,40.8,17,0,0,1,0,0,1.7,1
PAI-01427,Power,Jharkhand,170.2,177.6,61,34,60.0,62.0,14,1,1,0,0,0,1.3,1
PAI-01428,Railways,Jharkhand,54.2,63.3,47,82,100.0,93.8,10,0,1,1,0,1,3.8,1
PAI-01429,Urban Transit,Telangana,810.7,873.8,51,74,97.0,100.0,13,0,1,1,0,0,0.1,0
PAI-01430,Urban Transit,Kerala,200.2,229.6,53,74,91.5,86.1,12,2,1,0,0,0,20.2,1
PAI-01431,Power,Uttar Pradesh,86.2,90.6,53,69,100.0,93.3,15,0,0,0,0,0,-2.3,0
PAI-01432,Airports,Haryana,346.6,359.1,39,80,97.6,81.0,12,0,0,0,0,0,-3.1,0
PAI-01433,Urban Transit,Telangana,306.0,339.2,64,79,84.2,99.3,17,2,0,1,1,0,2.0,1
PAI-01434,Railways,Karnataka,584.1,638.3,19,31,100.0,100.0,5,1,1,0,0,0,6.7,0
PAI-01435,Railways,Andhra Pradesh,238.2,245.9,41,12,38.9,24.9,10,1,0,0,0,0,-0.9,1
PAI-01436,Roads,Odisha,149.5,157.9,26,72,97.2,98.2,5,0,1,0,0,0,1.0,1
PAI-01437,Power,West Bengal,351.6,381.0,27,68,100.0,99.0,9,1,0,0,1,0,-0.1,1
PAI-01438,Roads,Bihar,406.1,415.9,54,19,31.2,37.4,12,1,0,0,0,0,-2.7,0
PAI-01439,Railways,Karnataka,189.0,194.2,14,67,100.0,85.9,6,1,0,0,0,0,-3.7,1
PAI-01440,Urban Transit,Odisha,1160.6,1198.7,42,17,28.6,44.5,12,0,0,0,0,0,-5.8,0
PAI-01441,Urban Transit,Gujarat,108.3,118.9,71,48,76.2,63.5,16,2,0,0,0,1,5.0,0
PAI-01442,Airports,Uttar Pradesh,364.4,405.8,67,7,19.0,18.2,19,4,0,0,0,0,10.3,1
PAI-01443,Power,West Bengal,170.3,185.4,20,73,100.0,89.6,4,1,0,0,0,1,9.5,1
PAI-01444,Industrial Corridors,Uttar Pradesh,272.0,280.3,27,70,100.0,100.0,5,2,1,0,0,0,7.2,0
PAI-01445,Water & Sanitation,Odisha,264.5,275.7,17,53,100.0,100.0,4,0,0,1,0,0,2.8,1
PAI-01446,Industrial Corridors,Rajasthan,243.3,261.8,43,47,100.0,83.7,12,1,1,0,1,0,1.7,0
PAI-01447,Roads,Karnataka,234.5,241.2,15,72,89.9,87.8,4,0,0,0,0,0,-5.7,0
PAI-01448,Water & Sanitation,Madhya Pradesh,74.6,77.0,69,24,33.7,31.4,19,0,0,0,0,1,-3.6,1
PAI-01449,Roads,Telangana,618.4,744.7,49,15,44.4,50.1,12,3,1,1,1,0,5.6,1
PAI-01450,Power,Telangana,259.6,268.1,34,10,33.0,29.3,6,0,0,0,0,0,-6.3,0
PAI-01451,Airports,Tamil Nadu,272.5,288.2,30,45,84.2,72.9,12,1,0,0,0,0,13.6,0
PAI-01452,Water & Sanitation,Andhra Pradesh,110.3,114.3,56,83,100.0,100.0,16,0,0,1,0,0,-2.9,0
PAI-01453,Railways,Kerala,182.0,184.8,35,69,93.5,100.0,8,0,0,0,0,0,5.9,0
PAI-01454,Ports,Uttar Pradesh,167.2,185.5,38,51,100.0,100.0,10,2,0,1,0,1,11.1,0
PAI-01455,Water & Sanitation,Telangana,275.9,299.1,22,74,100.0,100.0,5,3,1,0,0,0,0.5,1
PAI-01456,Power,Rajasthan,141.1,161.7,45,83,85.2,85.9,11,2,1,1,0,1,4.7,1
PAI-01457,Urban Transit,Haryana,523.3,524.5,61,8,10.2,13.6,18,0,0,0,0,0,1.9,0
PAI-01458,Roads,Kerala,223.6,251.8,33,30,100.0,97.0,10,2,0,1,0,1,5.1,1
PAI-01459,Railways,Telangana,561.9,642.7,25,84,98.5,95.5,4,2,1,1,0,0,12.9,1
PAI-01460,Railways,Odisha,752.2,781.4,29,53,96.3,94.1,12,2,1,0,0,0,0.4,1
PAI-01461,Urban Transit,Bihar,106.5,108.5,39,60,94.4,97.1,7,0,0,0,0,0,2.4,0
PAI-01462,Power,Uttar Pradesh,473.1,484.0,34,64,100.0,97.2,9,0,0,0,0,0,9.3,0
PAI-01463,Ports,Haryana,454.9,481.4,37,62,91.9,92.4,9,0,1,1,0,0,-2.8,1
PAI-01464,Urban Transit,Bihar,141.6,144.9,44,42,100.0,100.0,14,1,0,0,0,0,2.0,1
PAI-01465,Railways,Bihar,352.1,362.7,39,21,58.1,47.2,11,0,0,0,0,0,0.6,0
PAI-01466,Roads,Odisha,1478.7,1711.4,49,74,98.5,95.9,13,2,1,0,1,0,0.6,1
PAI-01467,Ports,Andhra Pradesh,218.9,225.0,47,26,61.3,56.1,12,0,0,0,0,0,-6.3,0
PAI-01468,Power,Tamil Nadu,268.2,271.2,37,82,100.0,100.0,9,0,0,0,0,0,6.6,0
PAI-01469,Ports,Gujarat,567.1,579.2,16,44,100.0,79.3,6,2,0,0,0,0,7.0,0
PAI-01470,Industrial Corridors,West Bengal,304.6,318.2,52,32,59.6,72.8,15,1,0,0,0,1,1.3,0
PAI-01471,Urban Transit,Andhra Pradesh,134.8,157.3,66,15,36.9,30.9,13,0,0,0,1,1,2.2,1
PAI-01472,Urban Transit,Bihar,1612.4,1813.8,26,82,92.9,99.0,10,3,0,0,1,0,8.7,1
PAI-01473,Roads,Tamil Nadu,96.6,98.8,35,14,43.0,40.7,10,2,0,1,0,0,4.7,0
PAI-01474,Roads,Tamil Nadu,513.7,529.9,35,33,100.0,100.0,7,1,0,0,0,0,-4.7,0
PAI-01475,Railways,Telangana,296.5,302.0,60,75,100.0,95.1,12,0,1,0,0,0,-0.3,0
PAI-01476,Industrial Corridors,Telangana,339.7,352.1,41,42,86.3,93.6,10,0,0,1,0,0,-1.3,0
PAI-01477,Ports,Kerala,153.8,161.1,15,57,100.0,95.8,4,2,0,0,0,1,1.7,0
PAI-01478,Railways,Rajasthan,136.7,143.4,27,36,100.0,100.0,8,2,0,0,0,0,7.1,1
PAI-01479,Ports,Gujarat,538.8,592.1,62,55,88.8,100.0,16,3,1,0,0,0,4.2,1
PAI-01480,Water & Sanitation,Uttar Pradesh,404.4,406.9,61,69,90.5,80.6,16,0,0,0,0,0,1.9,1
PAI-01481,Railways,Telangana,163.9,186.9,49,84,93.0,82.5,14,2,0,0,0,1,8.0,0
PAI-01482,Power,West Bengal,185.1,196.6,49,57,100.0,100.0,15,3,1,0,0,0,1.3,1
PAI-01483,Railways,Uttar Pradesh,833.0,868.7,63,19,31.9,33.2,16,0,0,0,0,0,-11.1,0
PAI-01484,Roads,Bihar,484.1,500.3,31,15,43.2,48.2,8,0,0,0,0,0,3.3,0
PAI-01485,Power,Haryana,418.4,458.8,50,63,81.7,74.3,16,0,1,0,0,0,2.2,0
PAI-01486,Railways,Haryana,110.2,130.1,24,21,100.0,90.7,7,3,1,0,0,1,12.0,1
PAI-01487,Industrial Corridors,Rajasthan,506.7,516.7,13,45,98.0,90.6,4,0,0,0,0,0,-5.7,1
PAI-01488,Roads,Tamil Nadu,263.2,265.9,40,63,100.0,100.0,8,1,1,0,0,0,-1.1,1
PAI-01489,Power,Uttar Pradesh,249.3,256.4,47,14,25.0,28.8,11,0,0,0,0,0,0.7,0
PAI-01490,Roads,Kerala,118.1,121.5,52,51,98.9,100.0,14,1,0,0,0,0,0.0,1
PAI-01491,Industrial Corridors,Kerala,991.9,1007.3,46,43,88.1,100.0,9,0,0,0,0,0,6.0,1
PAI-01492,Industrial Corridors,Tamil Nadu,404.8,407.5,48,13,32.6,40.8,13,0,0,0,0,0,0.3,0
PAI-01493,Urban Transit,Haryana,405.2,409.6,36,79,94.7,99.8,9,0,0,0,0,0,4.4,1
PAI-01494,Railways,Andhra Pradesh,93.6,96.0,35,33,99.9,93.8,12,0,0,1,0,0,4.6,1
PAI-01495,Industrial Corridors,Uttar Pradesh,388.3,393.6,31,7,17.1,22.3,10,1,0,0,0,0,3.9,0
PAI-01496,Water & Sanitation,Karnataka,154.9,170.0,47,74,100.0,100.0,14,1,1,0,0,1,0.5,1
PAI-01497,Urban Transit,Kerala,78.2,81.2,52,29,50.8,61.9,13,0,0,0,0,0,-3.6,0
PAI-01498,Airports,Uttar Pradesh,62.8,68.1,26,77,97.7,89.4,4,1,1,0,0,0,6.5,1
PAI-01499,Power,Madhya Pradesh,321.0,350.5,12,58,100.0,90.3,4,0,1,1,0,0,4.0,1
PAI-01500,Railways,West Bengal,274.7,285.7,53,37,72.0,87.9,14,2,1,0,0,0,1.3,0
PAI-01501,Roads,Haryana,193.1,200.5,26,32,100.0,100.0,4,3,0,0,0,0,3.6,1
PAI-01502,Railways,Tamil Nadu,174.8,195.1,63,49,85.3,70.6,20,3,0,0,1,0,0.4,0
PAI-01503,Railways,Haryana,363.2,373.8,29,13,42.5,38.7,6,0,0,0,0,0,-1.6,0
PAI-01504,Power,Andhra Pradesh,186.7,192.5,51,28,63.2,61.9,13,0,0,0,0,0,-1.5,0
PAI-01505,Industrial Corridors,Haryana,272.9,289.7,20,83,94.3,97.0,5,0,0,1,1,0,-4.4,0
PAI-01506,Ports,Telangana,342.5,354.4,68,14,18.3,8.8,15,0,1,0,0,0,1.4,1
PAI-01507,Water & Sanitation,West Bengal,1485.8,1557.3,44,52,85.6,90.9,14,1,0,1,0,0,10.8,1
PAI-01508,Water & Sanitation,Rajasthan,81.3,96.3,50,83,86.2,84.8,15,3,1,0,0,1,13.9,1
PAI-01509,Railways,West Bengal,231.5,235.8,33,45,100.0,100.0,7,0,0,0,0,0,1.0,0
PAI-01510,Water & Sanitation,Maharashtra,424.1,435.9,32,8,20.9,0.0,7,0,1,0,0,0,-5.3,1
PAI-01511,Railways,Jharkhand,583.2,678.1,43,58,100.0,100.0,9,0,1,1,0,1,-2.9,1
PAI-01512,Water & Sanitation,Odisha,657.2,708.8,51,42,92.6,91.0,14,2,0,0,1,1,-0.6,0
PAI-01513,Airports,Gujarat,191.9,208.1,59,51,93.3,100.0,14,3,0,1,0,0,14.8,1
PAI-01514,Power,Maharashtra,43.3,46.4,39,46,92.3,91.2,9,1,0,1,0,0,7.1,0
PAI-01515,Roads,Telangana,97.7,107.1,42,83,91.6,100.0,11,2,1,0,0,0,15.6,0
PAI-01516,Railways,Telangana,313.4,324.7,58,32,52.8,50.2,13,1,1,0,0,0,-3.9,1
PAI-01517,Urban Transit,Madhya Pradesh,310.1,324.4,33,75,100.0,97.3,4,1,0,1,0,0,3.0,0
PAI-01518,Industrial Corridors,Jharkhand,164.0,176.7,48,78,93.4,93.7,14,1,1,0,0,0,10.1,1
PAI-01519,Power,Odisha,353.8,365.2,56,39,69.0,84.6,12,1,0,1,0,0,0.9,1
PAI-01520,Ports,Tamil Nadu,116.7,120.6,39,75,100.0,93.8,9,0,0,1,0,0,-1.2,1
PAI-01521,Railways,Kerala,126.7,133.4,42,41,100.0,100.0,12,0,1,1,0,0,-2.2,1
PAI-01522,Power,Bihar,183.9,183.9,51,63,92.6,93.5,14,0,0,0,0,0,1.1,0
PAI-01523,Urban Transit,Odisha,206.8,215.0,42,19,51.0,54.7,9,1,0,0,0,0,-4.9,0
PAI-01524,Roads,Andhra Pradesh,433.9,454.7,38,48,100.0,93.6,11,0,0,0,0,1,-2.2,0
PAI-01525,Roads,Haryana,515.5,515.5,37,66,84.7,83.1,12,0,0,0,0,0,-4.6,0
PAI-01526,Railways,Uttar Pradesh,371.3,378.0,47,21,50.9,36.4,16,0,0,0,0,0,-1.4,0
PAI-01527,Railways,Madhya Pradesh,407.9,407.9,43,43,90.9,100.0,10,0,0,1,0,0,1.7,0
PAI-01528,Roads,Maharashtra,325.9,334.4,62,8,1.0,0.0,15,1,0,0,0,0,5.0,0
PAI-01529,Urban Transit,Kerala,325.3,335.0,29,77,100.0,98.4,8,1,0,0,0,0,7.8,1
PAI-01530,Railways,Kerala,217.5,245.7,35,59,91.7,99.1,7,1,1,1,0,0,6.3,1
PAI-01531,Ports,Kerala,730.2,736.7,34,22,68.1,61.1,8,1,0,0,0,0,10.7,0
PAI-01532,Water & Sanitation,Uttar Pradesh,154.4,158.2,53,33,68.4,60.5,17,1,0,0,0,0,-2.2,1
PAI-01533,Roads,Bihar,411.2,423.0,41,48,98.5,99.2,11,1,0,0,0,0,-3.9,0
PAI-01534,Water & Sanitation,Gujarat,216.2,216.2,63,49,78.2,88.8,14,0,0,0,0,0,3.0,0
PAI-01535,Industrial Corridors,West Bengal,227.8,235.6,34,49,100.0,100.0,8,1,0,0,0,0,-1.8,0
PAI-01536,Urban Transit,Bihar,568.8,583.7,35,46,100.0,100.0,10,2,0,0,0,0,1.5,0
PAI-01537,Urban Transit,Rajasthan,474.4,486.9,12,72,100.0,98.7,5,0,0,0,0,0,-2.0,0
PAI-01538,Railways,Telangana,721.9,739.2,41,55,92.9,100.0,8,1,1,0,0,0,-7.4,0
PAI-01539,Urban Transit,Haryana,612.2,635.7,40,66,100.0,100.0,9,0,0,0,0,0,4.9,0
PAI-01540,Roads,Karnataka,274.7,299.7,63,62,91.6,70.0,13,3,0,0,0,0,15.1,1
PAI-01541,Railways,Kerala,426.4,456.1,60,71,92.0,92.3,15,1,0,1,0,0,9.8,1
PAI-01542,Ports,Bihar,561.9,570.4,56,72,94.2,84.0,15,0,0,1,0,0,-0.7,1
PAI-01543,Railways,Rajasthan,712.3,785.1,61,61,100.0,100.0,17,2,0,0,0,1,4.9,1
PAI-01544,Airports,Andhra Pradesh,596.9,610.3,37,56,100.0,100.0,8,0,0,0,0,0,0.2,0
PAI-01545,Railways,Maharashtra,382.9,425.5,49,39,85.2,92.5,11,2,0,1,0,1,11.1,0
PAI-01546,Urban Transit,Uttar Pradesh,160.9,167.8,65,71,92.4,70.1,14,0,0,1,0,0,-1.1,0
PAI-01547,Railways,Madhya Pradesh,389.2,402.8,38,25,65.2,59.6,9,0,1,0,0,0,3.4,0
PAI-01548,Water & Sanitation,West Bengal,104.5,116.8,40,24,73.7,78.0,6,1,1,0,0,0,5.9,1
PAI-01549,Water & Sanitation,Andhra Pradesh,326.9,355.2,63,70,95.0,99.3,18,1,1,0,0,0,-1.9,1
PAI-01550,Airports,Maharashtra,370.4,399.2,83,31,38.1,40.2,25,0,1,0,1,0,-8.2,1
PAI-01551,Railways,Telangana,25.0,25.9,24,9,39.5,40.0,4,1,0,0,0,0,2.8,0
PAI-01552,Airports,Telangana,209.6,234.2,37,77,99.8,89.4,8,2,0,0,0,0,7.5,1
PAI-01553,Ports,West Bengal,148.2,164.4,31,42,100.0,95.0,9,1,1,1,0,0,8.5,1
PAI-01554,Urban Transit,West Bengal,677.4,708.1,45,16,32.3,34.2,12,1,0,1,0,0,-3.0,1
PAI-01555,Power,Kerala,206.8,212.6,50,40,87.3,83.3,12,2,0,0,0,0,1.0,0
PAI-01556,Railways,Karnataka,351.7,389.6,30,57,100.0,90.9,8,1,1,0,0,0,-1.1,0
PAI-01557,Railways,Haryana,25.0,27.9,38,47,100.0,88.4,8,1,1,0,0,1,2.3,1
PAI-01558,Roads,Andhra Pradesh,188.8,207.2,30,41,96.0,86.1,7,1,0,0,1,0,7.7,0
PAI-01559,Power,Madhya Pradesh,281.6,286.5,28,42,92.7,91.6,7,1,0,1,0,0,0.6,0
PAI-01560,Power,Maharashtra,320.3,323.8,59,77,100.0,100.0,17,0,0,0,0,0,-2.5,0
PAI-01561,Roads,Andhra Pradesh,233.1,240.3,72,60,81.6,75.9,16,0,1,0,0,0,-2.8,1
PAI-01562,Power,Madhya Pradesh,1101.0,1150.2,41,13,26.2,18.4,11,1,0,0,0,0,5.5,0
PAI-01563,Roads,Jharkhand,90.0,93.1,29,72,93.8,88.1,5,0,0,1,0,0,4.5,1
PAI-01564,Urban Transit,Madhya Pradesh,597.1,662.4,12,67,87.8,76.5,6,1,0,0,1,0,6.8,0
PAI-01565,Railways,Madhya Pradesh,149.0,151.3,30,36,93.2,96.7,12,0,1,0,0,0,3.3,0
PAI-01566,Ports,Haryana,1210.3,1294.9,20,36,91.3,87.5,7,1,1,1,0,0,2.6,1
PAI-01567,Power,Bihar,290.2,303.7,34,42,100.0,92.4,8,1,0,0,0,1,-0.6,0
PAI-01568,Roads,Kerala,632.8,632.8,41,47,100.0,100.0,11,1,0,0,0,0,8.7,0
PAI-01569,Power,Maharashtra,1224.3,1274.3,41,38,95.6,95.1,11,1,0,0,0,0,8.9,0
PAI-01570,Roads,Odisha,231.4,242.0,39,47,94.6,89.2,12,1,1,0,0,0,2.9,0
PAI-01571,Water & Sanitation,Madhya Pradesh,703.4,772.1,26,46,99.8,100.0,5,1,1,0,0,1,-1.7,0
PAI-01572,Railways,Rajasthan,53.7,57.0,38,38,100.0,91.0,14,0,0,1,0,0,-6.1,1
PAI-01573,Railways,Madhya Pradesh,59.8,62.4,55,45,79.3,76.7,18,0,0,0,0,1,1.2,0
PAI-01574,Roads,Uttar Pradesh,401.0,429.1,52,52,100.0,93.8,14,1,1,0,0,1,-1.7,1
PAI-01575,Water & Sanitation,Gujarat,133.0,140.6,18,51,100.0,88.3,6,0,1,1,0,0,4.1,0
PAI-01576,Water & Sanitation,Haryana,178.9,197.8,45,40,88.1,86.2,13,3,1,0,0,0,14.5,0
PAI-01577,Railways,Tamil Nadu,665.8,750.7,52,16,23.3,18.2,9,2,1,0,0,0,9.5,1
PAI-01578,Urban Transit,Tamil Nadu,248.7,249.0,44,66,100.0,100.0,13,0,0,0,0,0,3.2,0
PAI-01579,Industrial Corridors,West Bengal,96.4,104.0,47,59,100.0,89.5,14,1,0,1,0,0,9.2,0
PAI-01580,Industrial Corridors,Haryana,55.9,61.6,49,70,100.0,100.0,12,2,0,1,0,0,6.6,1
PAI-01581,Urban Transit,Haryana,284.1,294.4,49,37,81.1,81.7,12,2,0,0,0,0,8.4,0
PAI-01582,Water & Sanitation,Madhya Pradesh,36.6,38.0,16,56,100.0,92.4,5,1,0,1,0,0,3.6,0
PAI-01583,Roads,Jharkhand,106.3,110.2,44,66,100.0,100.0,13,2,1,0,0,0,5.2,0
PAI-01584,Urban Transit,Telangana,70.8,73.9,16,43,83.3,92.1,4,0,0,0,0,0,-7.0,1
PAI-01585,Roads,Gujarat,413.6,431.1,50,27,67.6,63.2,10,1,1,0,0,0,2.6,1
PAI-01586,Industrial Corridors,Haryana,277.9,288.2,50,78,90.1,87.4,11,0,0,0,0,0,0.8,0
PAI-01587,Roads,Jharkhand,88.8,97.3,37,65,100.0,96.5,10,2,1,0,0,0,0.8,1
PAI-01588,Roads,Uttar Pradesh,262.2,273.5,60,51,80.7,66.8,14,0,1,1,0,0,5.3,1
PAI-01589,Urban Transit,Haryana,999.2,1031.0,65,20,29.3,27.8,18,1,0,0,0,0,5.2,0
PAI-01590,Railways,Haryana,839.1,860.2,45,15,34.6,51.1,12,0,1,0,0,0,-4.1,0
PAI-01591,Airports,Tamil Nadu,158.4,163.8,48,43,96.3,85.2,12,1,0,0,0,0,6.2,1
PAI-01592,Airports,Gujarat,437.6,443.2,33,48,97.9,86.9,10,0,0,0,0,0,-0.1,0
PAI-01593,Power,Bihar,130.3,130.5,33,61,100.0,100.0,11,1,0,0,0,0,5.1,0
PAI-01594,Railways,Maharashtra,39.9,41.2,31,82,100.0,87.7,5,0,0,0,0,0,5.5,0
PAI-01595,Roads,Haryana,158.3,161.4,49,35,67.4,53.1,10,0,0,0,0,0,3.2,0
PAI-01596,Water & Sanitation,West Bengal,680.2,746.6,16,59,88.4,73.1,4,1,0,0,0,1,3.3,0
PAI-01597,Roads,Bihar,252.7,262.9,50,22,45.1,49.6,13,0,0,0,0,0,-0.1,0
PAI-01598,Water & Sanitation,Rajasthan,274.7,286.4,42,49,100.0,88.2,10,0,0,0,0,0,0.3,0
PAI-01599,Railways,Rajasthan,977.4,982.8,59,51,74.4,81.4,15,0,1,0,0,0,-1.3,0
PAI-01600,Industrial Corridors,Gujarat,557.1,580.0,70,40,46.1,44.1,18,0,0,1,0,0,1.7,1
PAI-01601,Railways,Haryana,359.7,369.5,17,49,100.0,100.0,4,1,1,0,0,0,1.1,1
PAI-01602,Industrial Corridors,Odisha,159.1,174.2,51,73,100.0,100.0,16,1,1,1,0,0,6.9,1
PAI-01603,Railways,Jharkhand,334.0,348.1,46,50,96.0,97.0,13,0,0,0,0,0,4.0,0
PAI-01604,Roads,West Bengal,186.6,199.8,62,35,64.6,73.6,15,0,1,1,0,0,5.7,0
PAI-01605,Railways,Tamil Nadu,509.4,560.7,12,71,86.9,89.8,7,1,0,1,1,0,-1.5,0
PAI-01606,Railways,Andhra Pradesh,125.9,131.4,62,73,100.0,81.6,14,1,1,0,0,0,4.9,0
PAI-01607,Urban Transit,Gujarat,69.1,77.4,62,38,66.9,60.7,16,0,1,0,0,0,7.7,0
PAI-01608,Ports,Rajasthan,348.6,370.0,21,47,100.0,97.5,6,1,1,0,0,0,8.8,1
PAI-01609,Urban Transit,West Bengal,248.5,256.0,32,9,21.9,14.8,9,0,0,0,0,0,0.9,1
PAI-01610,Urban Transit,Jharkhand,388.7,429.1,27,36,93.5,95.7,4,3,1,0,0,0,5.9,1
PAI-01611,Airports,Uttar Pradesh,221.6,228.2,24,36,100.0,93.9,4,0,0,0,0,0,-12.0,0
PAI-01612,Power,Bihar,1142.6,1181.4,19,71,96.4,97.7,7,1,0,0,0,0,0.6,0
PAI-01613,Water & Sanitation,Jharkhand,422.3,434.8,27,13,46.2,57.1,9,2,0,0,0,0,7.3,1
PAI-01614,Railways,West Bengal,434.0,456.9,13,18,100.0,89.3,4,2,1,0,0,0,9.2,1
PAI-01615,Urban Transit,Haryana,357.3,364.2,26,42,100.0,95.3,9,0,0,0,0,0,5.0,0
PAI-01616,Railways,Maharashtra,348.1,372.3,62,80,97.8,93.4,16,1,1,0,0,1,0.9,1
PAI-01617,Water & Sanitation,West Bengal,297.0,305.7,47,20,42.1,34.5,14,0,0,0,0,0,-5.8,0
PAI-01618,Industrial Corridors,Telangana,324.0,333.7,46,14,37.4,36.0,12,1,0,0,0,0,4.3,0
PAI-01619,Railways,Andhra Pradesh,509.0,546.7,56,39,67.3,81.6,16,2,1,0,0,1,2.6,1
PAI-01620,Railways,Rajasthan,88.6,96.9,48,29,63.6,70.9,15,2,0,0,0,1,4.2,1
PAI-01621,Industrial Corridors,Andhra Pradesh,369.3,400.2,36,82,96.4,93.4,8,3,0,0,0,0,14.8,1
PAI-01622,Water & Sanitation,Jharkhand,310.1,330.4,53,30,60.7,47.6,12,1,1,0,0,0,-2.9,1
PAI-01623,Railways,Uttar Pradesh,900.0,922.3,55,13,21.3,17.1,12,0,0,0,1,0,-2.1,0
