project_id,sector,state,original_cost,revised_cost,planned_duration_months,project_age_months,physical_progress,financial_progress,milestones_total,milestones_delayed,land_acquisition_pending,clearance_pending,funding_issue,contractor_issue,previous_schedule_deviation,actual_delay_months,actual_outcome,primary_delay_cause
HIST-00970,Industrial Corridors,Uttar Pradesh,73.3,74.8,63,32,44.8,60.9,16,1,0,0,0,0,9.1,0,Delivered within plan,No material delay
HIST-00971,Railways,Odisha,1050.1,1227.6,38,75,100.0,100.0,7,1,1,1,1,0,5.1,8,8-month delay,Land acquisition
HIST-00972,Railways,Haryana,1370.3,1412.1,14,10,71.0,87.5,4,0,0,0,0,0,-1.1,0,Delivered within plan,No material delay
HIST-00973,Water & Sanitation,Madhya Pradesh,66.2,68.4,42,69,100.0,100.0,9,1,0,0,0,0,0.7,0,Delivered within plan,No material delay
HIST-00974,Airports,Telangana,128.0,133.3,66,57,83.6,85.2,17,0,0,0,0,1,-3.1,0,Delivered within plan,No material delay
HIST-00975,Urban Transit,West Bengal,676.8,727.0,49,45,100.0,97.2,9,4,0,0,0,0,13.6,9,9-month delay,Milestone slippage
HIST-00976,Industrial Corridors,Odisha,53.9,57.7,67,64,94.7,78.1,15,0,1,0,0,0,6.7,0,Delivered within plan,Land acquisition
HIST-00977,Roads,Gujarat,130.0,139.2,90,30,38.4,29.5,24,0,0,1,0,1,-7.7,1,1-month delay,Pending clearance
HIST-00978,Railways,Uttar Pradesh,1887.7,1926.8,57,32,65.5,58.0,12,0,0,0,0,0,1.5,1,1-month delay,No material delay
HIST-00979,Railways,Telangana,806.9,806.9,31,38,91.0,98.8,11,2,0,0,0,0,4.8,0,Delivered within plan,Milestone slippage
HIST-00980,Railways,Tamil Nadu,3281.4,3592.8,42,72,92.5,95.7,8,0,1,0,0,0,10.3,0,Delivered within plan,Land acquisition
HIST-00981,Roads,Tamil Nadu,85.3,89.1,54,47,83.4,91.4,13,0,0,0,0,0,-4.6,0,Delivered within plan,No material delay
HIST-00982,Ports,Uttar Pradesh,206.5,225.0,51,20,51.1,40.6,13,1,1,0,0,1,6.0,8,8-month delay,Land acquisition
HIST-00983,Ports,Karnataka,46.0,47.6,67,33,54.0,46.1,17,0,0,0,0,0,-4.4,3,3-month delay,No material delay
HIST-00984,Roads,Bihar,798.7,820.6,34,80,100.0,94.6,11,0,0,1,0,0,-2.1,0,Delivered within plan,Pending clearance
HIST-00985,Power,Haryana,340.4,373.3,64,49,75.3,70.3,17,1,0,0,1,0,1.4,3,3-month delay,Funding release
HIST-00986,Industrial Corridors,Karnataka,66.0,69.2,58,40,79.5,88.6,14,1,1,1,0,0,3.3,7,7-month delay,Land acquisition
HIST-00987,Railways,Odisha,223.4,235.2,51,29,65.6,74.1,12,0,1,0,0,0,-1.4,0,Delivered within plan,Land acquisition
HIST-00988,Industrial Corridors,Andhra Pradesh,74.2,83.5,27,60,94.8,88.0,8,0,1,0,1,0,-5.4,8,8-month delay,Land acquisition
HIST-00989,Roads,Jharkhand,257.3,292.8,63,65,100.0,100.0,15,2,0,0,1,1,10.5,3,3-month delay,Milestone slippage
HIST-00990,Urban Transit,Maharashtra,231.2,255.8,67,46,77.5,70.1,16,1,1,0,0,0,9.9,0,Delivered within plan,Land acquisition
HIST-00991,Urban Transit,Maharashtra,129.1,129.1,22,48,94.1,98.8,6,2,0,0,0,0,0.5,0,Delivered within plan,Milestone slippage
HIST-00992,Roads,Gujarat,1541.8,1600.2,46,11,32.1,27.7,16,0,0,0,0,0,1.6,0,Delivered within plan,No material delay
HIST-00993,Roads,Rajasthan,309.2,346.3,57,66,98.6,100.0,15,1,0,0,0,1,15.3,0,Delivered within plan,No material delay
HIST-00994,Ports,Kerala,192.9,197.6,39,51,92.4,100.0,14,0,1,0,0,0,1.5,0,Delivered within plan,Land acquisition
HIST-00995,Water & Sanitation,Rajasthan,286.3,295.6,69,30,29.7,32.0,14,0,0,0,0,0,7.7,1,1-month delay,No material delay
HIST-00996,Industrial Corridors,Odisha,289.5,303.7,54,67,100.0,100.0,13,1,0,0,0,1,-1.9,5,5-month delay,No material delay
HIST-00997,Industrial Corridors,Karnataka,207.3,213.5,37,67,88.1,86.0,13,0,0,0,0,0,3.4,0,Delivered within plan,No material delay
HIST-00998,Industrial Corridors,Kerala,48.1,50.3,19,18,87.2,100.0,4,0,0,0,0,0,-3.6,2,2-month delay,No material delay
HIST-00999,Water & Sanitation,Odisha,229.5,245.4,55,80,90.2,85.7,17,1,1,0,0,0,8.8,8,8-month delay,Land acquisition
HIST-01000,Industrial Corridors,Jharkhand,247.9,276.9,52,19,29.2,24.4,15,2,1,0,0,0,6.8,8,8-month delay,Land acquisition
HIST-01001,Ports,West Bengal,91.8,99.1,42,11,10.8,11.1,10,1,1,1,0,0,3.2,10,10-month delay,Land acquisition
HIST-01002,Power,Madhya Pradesh,364.5,369.5,30,26,85.7,85.1,8,0,0,0,0,0,-0.7,1,1-month delay,No material delay
HIST-01003,Railways,Telangana,579.4,677.8,30,57,96.6,100.0,8,2,1,0,0,1,12.0,10,10-month delay,Land acquisition
HIST-01004,Power,Andhra Pradesh,346.1,351.7,53,68,100.0,100.0,15,1,0,0,0,0,3.9,0,Delivered within plan,No material delay
HIST-01005,Urban Transit,Bihar,636.9,674.1,60,84,99.1,93.0,15,0,0,0,0,0,-6.1,0,Delivered within plan,No material delay
HIST-01006,Water & Sanitation,Haryana,316.3,348.1,32,57,100.0,90.4,6,1,0,1,1,0,8.7,0,Delivered within plan,Funding release
HIST-01007,Water & Sanitation,West Bengal,1074.8,1217.1,16,78,90.6,91.7,4,2,1,1,0,0,8.0,10,10-month delay,Land acquisition
HIST-01008,Power,Odisha,235.2,263.0,29,72,100.0,100.0,7,2,0,0,1,0,13.3,0,Delivered within plan,Milestone slippage
HIST-01009,Water & Sanitation,Uttar Pradesh,138.7,152.2,59,52,88.9,81.7,15,2,0,0,0,1,2.9,5,5-month delay,Milestone slippage
HIST-01010,Industrial Corridors,Rajasthan,290.9,333.5,55,76,92.1,86.7,18,2,1,0,0,1,4.7,8,8-month delay,Land acquisition
HIST-01011,Railways,Uttar Pradesh,118.9,121.6,46,12,28.3,31.2,11,1,1,0,0,0,5.8,0,Delivered within plan,Land acquisition
HIST-01012,Airports,West Bengal,223.0,235.1,41,41,97.9,94.4,9,1,1,0,0,0,7.5,6,6-month delay,Land acquisition
HIST-01013,Power,Tamil Nadu,115.8,133.4,23,8,26.5,18.0,7,3,1,0,0,0,7.8,7,7-month delay,Land acquisition
HIST-01014,Airports,Maharashtra,223.3,231.8,64,20,31.6,27.1,15,1,0,0,0,0,9.0,1,1-month delay,No material delay
HIST-01015,Industrial Corridors,Rajasthan,177.6,211.4,62,61,100.0,100.0,18,2,1,0,1,0,13.4,6,6-month delay,Land acquisition
HIST-01016,Railways,Bihar,101.1,108.5,23,19,81.9,91.3,4,0,1,1,0,0,-7.0,4,4-month delay,Land acquisition
HIST-01017,Industrial Corridors,Karnataka,67.5,76.2,74,69,100.0,92.4,18,2,1,0,0,0,3.8,10,10-month delay,Land acquisition
HIST-01018,Water & Sanitation,Telangana,563.0,573.3,28,51,94.7,100.0,6,0,0,0,0,0,6.2,0,Delivered within plan,No material delay
HIST-01019,Airports,Maharashtra,130.0,147.4,57,78,100.0,84.5,11,4,0,0,1,0,10.3,9,9-month delay,Milestone slippage
HIST-01020,Roads,Karnataka,61.4,61.8,66,33,35.0,29.2,18,1,0,0,0,0,-7.5,1,1-month delay,No material delay
HIST-01021,Ports,Jharkhand,137.9,150.2,22,36,100.0,98.7,5,3,0,0,0,0,15.0,0,Delivered within plan,Milestone slippage
HIST-01022,Ports,Kerala,606.7,678.4,30,79,100.0,93.1,10,0,1,0,1,0,4.0,4,4-month delay,Land acquisition
HIST-01023,Ports,Maharashtra,70.1,71.5,25,20,89.0,83.7,8,0,0,0,0,0,0.5,0,Delivered within plan,No material delay
HIST-01024,Railways,Andhra Pradesh,506.8,536.9,72,32,34.2,49.2,21,0,1,0,0,1,-1.0,0,Delivered within plan,Land acquisition
HIST-01025,Roads,Haryana,51.6,53.1,42,83,99.4,97.2,8,0,1,1,0,0,-0.7,0,Delivered within plan,Land acquisition
HIST-01026,Urban Transit,Bihar,276.3,316.0,63,16,37.6,35.6,17,4,0,0,1,0,10.4,7,7-month delay,Milestone slippage
HIST-01027,Water & Sanitation,Rajasthan,136.7,145.0,30,72,100.0,100.0,10,0,1,0,0,0,2.9,1,1-month delay,Land acquisition
HIST-01028,Railways,Odisha,73.7,76.6,31,63,92.8,96.2,8,0,0,0,0,1,1.1,0,Delivered within plan,No material delay
HIST-01029,Industrial Corridors,Kerala,181.1,186.8,41,30,89.9,80.9,8,3,0,0,0,0,-1.4,0,Delivered within plan,Milestone slippage
HIST-01030,Power,Tamil Nadu,68.7,71.0,12,21,100.0,100.0,4,2,0,1,0,0,4.3,5,5-month delay,Milestone slippage
HIST-01031,Urban Transit,West Bengal,635.6,651.5,29,32,80.5,75.5,6,0,0,0,0,0,2.4,1,1-month delay,No material delay
HIST-01032,Airports,Odisha,224.2,235.6,64,15,25.3,24.0,16,0,0,0,0,0,-5.3,0,Delivered within plan,No material delay
HIST-01033,Roads,Tamil Nadu,155.8,157.7,65,58,79.6,89.8,16,0,0,0,0,0,4.1,0,Delivered within plan,No material delay
HIST-01034,Railways,Madhya Pradesh,1221.8,1403.6,60,59,92.1,100.0,13,2,0,0,1,0,11.7,4,4-month delay,Milestone slippage
HIST-01035,Railways,Haryana,157.6,166.7,45,30,67.7,75.1,11,2,1,0,0,0,-0.6,0,Delivered within plan,Land acquisition
HIST-01036,Railways,Karnataka,114.5,117.6,45,29,58.5,52.1,10,0,0,0,0,0,0.5,0,Delivered within plan,No material delay
HIST-01037,Water & Sanitation,West Bengal,180.4,197.3,47,41,87.3,68.0,12,2,0,0,1,0,11.9,5,5-month delay,Milestone slippage
HIST-01038,Railways,Andhra Pradesh,434.3,452.9,37,17,62.2,57.6,11,0,1,0,0,0,-0.5,6,6-month delay,Land acquisition
HIST-01039,Water & Sanitation,Haryana,99.8,102.1,31,75,91.5,93.1,6,1,0,1,0,0,0.6,0,Delivered within plan,Pending clearance
HIST-01040,Power,Telangana,745.0,880.5,12,66,89.7,87.2,4,1,0,1,1,1,5.2,2,2-month delay,Funding release
HIST-01041,Power,Rajasthan,110.1,110.1,24,62,100.0,100.0,4,0,0,0,0,0,2.0,2,2-month delay,No material delay
HIST-01042,Industrial Corridors,Haryana,44.9,48.2,38,80,88.3,98.3,13,0,1,0,0,0,7.9,2,2-month delay,Land acquisition
HIST-01043,Airports,Tamil Nadu,397.4,407.3,53,32,54.5,55.9,10,0,0,1,0,0,-1.8,0,Delivered within plan,Pending clearance
HIST-01044,Power,Bihar,115.2,115.2,50,7,1.9,0.0,11,1,0,0,0,0,13.4,2,2-month delay,No material delay
HIST-01045,Urban Transit,Bihar,99.8,102.6,64,14,32.2,32.5,16,0,0,0,0,0,1.4,0,Delivered within plan,No material delay
HIST-01046,Roads,Maharashtra,333.9,348.5,41,61,100.0,100.0,8,0,0,0,0,0,1.7,0,Delivered within plan,No material delay
HIST-01047,Roads,Haryana,1312.1,1516.2,64,34,47.5,53.4,17,3,1,0,0,1,11.4,7,7-month delay,Land acquisition
HIST-01048,Urban Transit,Maharashtra,222.0,232.0,58,60,92.1,97.5,15,0,1,0,0,1,0.6,1,1-month delay,Land acquisition
HIST-01049,Water & Sanitation,Jharkhand,218.4,246.0,39,62,100.0,85.6,10,1,0,0,0,1,4.7,5,5-month delay,No material delay
HIST-01050,Ports,Odisha,493.2,502.5,61,78,94.5,100.0,19,0,1,0,0,0,0.9,0,Delivered within plan,Land acquisition
HIST-01051,Industrial Corridors,Maharashtra,573.5,601.1,53,39,76.3,75.5,12,2,0,0,0,0,11.6,1,1-month delay,Milestone slippage
HIST-01052,Industrial Corridors,Kerala,478.8,548.5,14,77,100.0,100.0,10,2,1,0,0,1,6.0,7,7-month delay,Land acquisition
HIST-01053,Railways,Rajasthan,40.1,43.0,54,50,100.0,100.0,10,2,0,0,0,0,12.2,0,Delivered within plan,Milestone slippage
HIST-01054,Roads,Rajasthan,189.7,198.7,39,82,93.5,94.2,12,0,0,0,0,0,0.9,0,Delivered within plan,No material delay
HIST-01055,Ports,West Bengal,133.3,138.7,26,8,38.5,37.6,6,2,0,0,0,0,5.1,0,Delivered within plan,Milestone slippage
HIST-01056,Roads,West Bengal,262.7,271.7,26,34,98.4,89.2,5,2,0,0,0,0,4.6,1,1-month delay,Milestone slippage
HIST-01057,Water & Sanitation,Haryana,622.5,649.8,20,74,95.7,93.8,4,0,0,1,0,0,3.3,0,Delivered within plan,Pending clearance
HIST-01058,Power,Kerala,177.7,181.3,50,13,32.6,16.5,11,2,0,0,0,0,5.1,0,Delivered within plan,Milestone slippage
HIST-01059,Roads,Rajasthan,1301.3,1369.4,55,18,31.9,27.9,16,0,0,0,1,0,1.0,1,1-month delay,Funding release
HIST-01060,Railways,Kerala,622.9,647.1,19,67,96.9,84.5,6,1,1,0,0,0,-1.5,7,7-month delay,Land acquisition
HIST-01061,Roads,Maharashtra,141.5,163.6,44,19,50.0,61.2,13,3,1,0,1,0,6.8,11,11-month delay,Land acquisition
HIST-01062,Ports,Maharashtra,135.5,142.9,36,21,59.3,50.2,9,2,0,1,0,0,5.5,0,Delivered within plan,Milestone slippage
HIST-01063,Industrial Corridors,Maharashtra,82.9,97.7,34,74,99.2,91.6,8,3,1,1,0,0,14.0,10,10-month delay,Land acquisition
HIST-01064,Urban Transit,Karnataka,144.8,145.5,60,36,66.7,69.6,13,1,0,0,0,0,4.9,0,Delivered within plan,No material delay
HIST-01065,Ports,Kerala,1299.7,1386.9,68,27,47.0,54.2,15,1,1,1,0,0,-6.5,7,7-month delay,Land acquisition
HIST-01066,Ports,Madhya Pradesh,614.5,627.8,40,56,100.0,90.5,11,1,0,0,0,0,3.5,1,1-month delay,No material delay
HIST-01067,Roads,Karnataka,296.1,311.8,63,35,48.5,44.0,20,0,1,0,1,0,-5.0,5,5-month delay,Land acquisition
HIST-01068,Railways,Haryana,135.4,157.2,48,27,64.7,83.3,9,1,1,0,0,1,4.7,7,7-month delay,Land acquisition
HIST-01069,Urban Transit,Karnataka,1369.5,1390.5,47,11,20.6,15.2,12,0,0,0,0,0,5.2,4,4-month delay,No material delay
HIST-01070,Water & Sanitation,Maharashtra,69.6,74.5,50,14,18.2,7.9,13,1,1,0,0,0,0.8,7,7-month delay,Land acquisition
HIST-01071,Water & Sanitation,Jharkhand,305.6,343.4,29,47,100.0,100.0,6,2,0,1,1,0,7.6,6,6-month delay,Milestone slippage
HIST-01072,Water & Sanitation,Telangana,231.3,246.8,41,74,100.0,100.0,11,1,0,0,1,0,8.1,0,Delivered within plan,Funding release
HIST-01073,Urban Transit,Odisha,548.7,561.6,35,84,86.1,84.9,8,0,0,0,0,0,-4.9,0,Delivered within plan,No material delay
HIST-01074,Power,Madhya Pradesh,137.3,142.7,45,50,100.0,96.2,12,0,0,0,0,1,5.5,0,Delivered within plan,No material delay
HIST-01075,Railways,Andhra Pradesh,642.8,672.7,56,18,31.7,31.4,9,0,0,0,1,0,1.4,0,Delivered within plan,Funding release
HIST-01076,Roads,Haryana,330.8,332.3,56,8,18.1,25.9,14,1,0,0,0,0,7.5,0,Delivered within plan,No material delay
HIST-01077,Roads,Uttar Pradesh,103.0,112.6,29,75,98.0,94.6,6,1,0,0,1,0,5.8,5,5-month delay,Funding release
HIST-01078,Power,Telangana,278.6,329.2,22,58,96.2,82.5,4,1,1,1,1,0,5.3,5,5-month delay,Land acquisition
HIST-01079,Power,Tamil Nadu,272.6,278.1,48,51,100.0,100.0,9,0,0,0,0,0,2.7,0,Delivered within plan,No material delay
HIST-01080,Urban Transit,Gujarat,369.9,392.5,18,48,95.6,100.0,6,1,0,0,0,1,3.7,0,Delivered within plan,No material delay
HIST-01081,Power,Karnataka,805.3,818.5,43,48,88.9,84.4,9,0,0,0,0,0,-1.1,0,Delivered within plan,No material delay
HIST-01082,Railways,Bihar,161.7,167.2,47,64,97.1,99.5,9,1,0,0,0,1,-2.0,0,Delivered within plan,No material delay
HIST-01083,Water & Sanitation,Telangana,242.7,244.8,26,62,90.3,95.3,6,0,0,1,0,0,10.0,1,1-month delay,Pending clearance
HIST-01084,Railways,Gujarat,1660.0,1740.5,53,43,82.4,75.0,11,2,0,1,0,0,6.5,1,1-month delay,Milestone slippage
HIST-01085,Roads,Tamil Nadu,916.2,959.1,66,63,87.3,100.0,18,0,0,0,0,1,-0.6,0,Delivered within plan,No material delay
HIST-01086,Urban Transit,Andhra Pradesh,323.3,328.6,44,18,44.3,46.1,11,1,1,0,0,0,5.5,8,8-month delay,Land acquisition
HIST-01087,Railways,Bihar,160.7,166.7,38,73,100.0,100.0,12,1,1,0,0,0,7.7,7,7-month delay,Land acquisition
HIST-01088,Urban Transit,Karnataka,590.0,610.8,38,38,98.3,99.6,10,1,0,0,0,0,6.1,0,Delivered within plan,No material delay
HIST-01089,Roads,Madhya Pradesh,146.7,161.8,26,24,100.0,100.0,5,1,1,0,0,1,-4.0,6,6-month delay,Land acquisition
HIST-01090,Industrial Corridors,Uttar Pradesh,318.8,367.9,55,66,100.0,100.0,16,1,1,1,0,1,6.1,8,8-month delay,Land acquisition
HIST-01091,Roads,Karnataka,307.0,319.9,42,40,87.1,93.7,10,2,1,0,0,0,1.6,0,Delivered within plan,Land acquisition
HIST-01092,Industrial Corridors,Haryana,379.2,397.5,24,72,94.4,96.5,8,1,0,0,0,1,2.2,0,Delivered within plan,No material delay
HIST-01093,Roads,Kerala,183.3,192.4,60,11,13.3,18.3,14,2,0,0,0,1,-0.8,0,Delivered within plan,Milestone slippage
HIST-01094,Railways,Telangana,83.7,89.7,35,25,84.4,85.1,6,2,0,1,0,1,5.7,7,7-month delay,Milestone slippage
HIST-01095,Industrial Corridors,Kerala,90.5,96.7,57,39,63.8,63.4,15,0,1,0,0,0,4.3,0,Delivered within plan,Land acquisition
HIST-01096,Roads,West Bengal,64.6,68.9,71,15,31.7,29.3,15,1,1,0,0,0,4.6,8,8-month delay,Land acquisition
HIST-01097,Urban Transit,Madhya Pradesh,180.7,186.4,23,33,100.0,100.0,4,1,0,0,0,0,-2.0,0,Delivered within plan,No material delay
HIST-01098,Water & Sanitation,Andhra Pradesh,616.8,698.5,51,53,95.3,100.0,16,3,0,1,1,0,4.2,1,1-month delay,Milestone slippage
HIST-01099,Water & Sanitation,Telangana,829.2,862.1,33,56,98.3,100.0,13,0,0,0,0,0,3.4,1,1-month delay,No material delay
HIST-01100,Industrial Corridors,Madhya Pradesh,317.4,355.6,48,68,92.8,91.5,9,2,1,1,0,0,-2.6,9,9-month delay,Land acquisition
HIST-01101,Railways,Andhra Pradesh,629.8,655.3,59,62,100.0,94.0,18,0,1,0,0,0,0.5,0,Delivered within plan,Land acquisition
HIST-01102,Railways,Uttar Pradesh,72.9,76.5,37,44,99.8,98.4,8,0,0,0,0,0,1.4,0,Delivered within plan,No material delay
HIST-01103,Ports,Odisha,118.6,119.4,44,7,17.1,18.9,12,0,0,0,0,0,3.0,1,1-month delay,No material delay
HIST-01104,Water & Sanitation,Telangana,239.9,248.1,37,76,100.0,100.0,9,1,0,0,0,1,-2.7,5,5-month delay,No material delay
HIST-01105,Railways,Bihar,223.4,227.9,40,58,92.1,88.5,13,1,1,0,0,0,-3.2,0,Delivered within plan,Land acquisition
HIST-01106,Roads,West Bengal,404.4,415.7,48,37,81.3,94.4,14,1,0,0,0,1,-6.3,0,Delivered within plan,No material delay
HIST-01107,Urban Transit,Odisha,1488.8,1544.0,48,33,73.6,82.2,12,1,0,0,0,0,5.9,1,1-month delay,No material delay
HIST-01108,Airports,Rajasthan,88.0,90.5,54,10,17.7,15.4,12,1,0,0,0,0,-1.2,1,1-month delay,No material delay
HIST-01109,Industrial Corridors,Kerala,287.9,323.6,52,84,99.5,91.9,12,0,1,0,1,0,-6.8,0,Delivered within plan,Land acquisition
HIST-01110,Urban Transit,Gujarat,167.0,169.1,49,72,98.8,100.0,11,1,0,0,0,0,7.3,0,Delivered within plan,No material delay
HIST-01111,Ports,Bihar,130.3,143.4,29,26,82.5,89.0,7,1,0,0,1,0,7.0,1,1-month delay,Funding release
HIST-01112,Railways,Uttar Pradesh,430.6,440.5,61,81,100.0,100.0,15,1,0,0,0,0,16.0,0,Delivered within plan,No material delay
HIST-01113,Industrial Corridors,Bihar,188.9,191.5,32,42,100.0,100.0,11,0,0,1,0,0,-2.8,0,Delivered within plan,Pending clearance
HIST-01114,Power,Rajasthan,126.8,137.7,69,76,93.5,96.0,19,3,0,0,0,1,10.3,1,1-month delay,Milestone slippage
HIST-01115,Power,Bihar,685.2,685.2,43,23,53.1,57.2,9,0,0,0,0,0,-6.1,0,Delivered within plan,No material delay
HIST-01116,Water & Sanitation,Gujarat,121.2,121.2,46,60,96.4,100.0,11,1,0,0,0,0,5.5,1,1-month delay,No material delay
HIST-01117,Roads,Bihar,281.5,315.6,48,70,91.1,89.3,13,1,1,1,0,0,5.6,5,5-month delay,Land acquisition
HIST-01118,Ports,Madhya Pradesh,93.7,99.5,48,50,91.2,100.0,12,1,0,0,1,0,1.9,0,Delivered within plan,Funding release
HIST-01119,Power,Bihar,223.3,231.2,52,38,63.6,69.1,11,1,0,0,0,0,3.2,0,Delivered within plan,No material delay
HIST-01120,Industrial Corridors,Karnataka,399.4,419.2,47,53,95.3,100.0,12,1,0,0,0,0,-0.0,0,Delivered within plan,No material delay
HIST-01121,Urban Transit,West Bengal,707.4,710.1,57,61,100.0,100.0,11,1,0,0,0,0,1.2,1,1-month delay,No material delay
HIST-01122,Roads,Jharkhand,302.1,344.8,61,48,82.3,80.8,12,2,0,0,1,0,9.9,5,5-month delay,Milestone slippage
HIST-01123,Railways,West Bengal,230.5,239.6,26,16,68.1,64.3,4,2,1,0,0,0,-2.9,8,8-month delay,Land acquisition
HIST-01124,Power,Kerala,178.0,216.2,55,70,97.2,83.0,16,2,1,0,1,0,5.0,8,8-month delay,Land acquisition
HIST-01125,Water & Sanitation,Karnataka,215.1,219.5,49,48,97.4,100.0,11,0,0,0,0,0,2.7,0,Delivered within plan,No material delay
HIST-01126,Urban Transit,Andhra Pradesh,138.0,151.6,43,79,97.5,91.3,10,0,1,0,0,0,7.6,7,7-month delay,Land acquisition
HIST-01127,Ports,Tamil Nadu,98.2,107.3,63,65,92.2,97.8,14,2,1,0,0,0,5.2,0,Delivered within plan,Land acquisition
HIST-01128,Urban Transit,Rajasthan,234.3,239.7,58,8,14.1,13.0,15,0,0,0,0,0,-0.3,0,Delivered within plan,No material delay
HIST-01129,Urban Transit,Andhra Pradesh,269.8,283.2,18,77,97.5,85.6,7,0,1,1,0,0,0.7,4,4-month delay,Land acquisition
HIST-01130,Ports,Haryana,669.9,697.3,42,15,31.1,44.1,13,1,0,0,0,1,-5.6,0,Delivered within plan,No material delay
HIST-01131,Power,Rajasthan,972.4,972.4,53,62,88.7,86.9,13,1,0,0,0,0,5.9,4,4-month delay,No material delay
HIST-01132,Urban Transit,Tamil Nadu,262.7,272.8,31,43,100.0,86.1,11,0,0,0,0,0,-4.4,1,1-month delay,No material delay
HIST-01133,Roads,West Bengal,776.9,834.9,24,18,70.1,76.8,5,2,0,0,0,0,13.5,0,Delivered within plan,Milestone slippage
HIST-01134,Roads,Telangana,358.8,404.5,68,64,100.0,100.0,17,2,1,0,0,0,10.9,9,9-month delay,Land acquisition
HIST-01135,Roads,Gujarat,290.1,290.1,38,67,100.0,93.2,11,1,0,0,0,0,2.0,0,Delivered within plan,No material delay
HIST-01136,Roads,Madhya Pradesh,70.2,71.5,63,27,25.6,17.3,18,2,0,1,0,0,-0.4,1,1-month delay,Milestone slippage
HIST-01137,Roads,Jharkhand,246.7,275.1,72,51,60.9,59.0,18,2,1,1,0,1,1.2,7,7-month delay,Land acquisition
HIST-01138,Water & Sanitation,Rajasthan,172.0,194.0,30,25,82.1,89.7,11,0,1,0,1,1,-1.7,8,8-month delay,Land acquisition
HIST-01139,Roads,Uttar Pradesh,151.2,151.3,57,8,12.4,7.6,15,1,0,0,0,0,-1.9,0,Delivered within plan,No material delay
HIST-01140,Urban Transit,Gujarat,52.0,53.3,41,63,87.4,73.2,11,0,0,0,0,0,5.2,2,2-month delay,No material delay
HIST-01141,Urban Transit,Telangana,239.7,244.7,53,83,99.3,85.9,12,1,0,0,0,0,-1.1,1,1-month delay,No material delay
HIST-01142,Airports,Tamil Nadu,220.0,230.3,39,63,91.0,82.4,10,0,0,0,0,1,7.3,0,Delivered within plan,No material delay
HIST-01143,Railways,Andhra Pradesh,360.6,401.2,23,47,95.4,84.3,7,0,1,0,1,0,-1.1,0,Delivered within plan,Land acquisition
HIST-01144,Water & Sanitation,Rajasthan,292.4,295.7,48,19,52.6,51.6,8,1,0,0,0,0,0.2,5,5-month delay,No material delay
HIST-01145,Railways,Andhra Pradesh,162.0,170.2,27,25,79.1,75.1,6,1,0,0,0,0,-0.6,0,Delivered within plan,No material delay
HIST-01146,Roads,Bihar,49.8,51.2,66,64,100.0,94.4,18,1,0,1,0,0,-0.5,0,Delivered within plan,Pending clearance
HIST-01147,Water & Sanitation,Tamil Nadu,66.3,68.1,82,7,3.6,0.0,24,0,1,0,0,0,-2.3,5,5-month delay,Land acquisition
HIST-01148,Ports,Andhra Pradesh,168.9,176.0,32,77,100.0,92.0,8,1,0,0,0,0,-4.9,3,3-month delay,No material delay
HIST-01149,Water & Sanitation,Telangana,373.8,413.5,35,71,100.0,96.2,7,2,1,0,0,0,0.7,9,9-month delay,Land acquisition
HIST-01150,Power,Karnataka,309.4,325.8,37,84,100.0,100.0,10,1,0,0,1,0,10.9,2,2-month delay,Funding release
HIST-01151,Roads,Haryana,292.6,313.6,68,6,7.3,0.0,17,0,0,0,0,1,-3.4,2,2-month delay,No material delay
HIST-01152,Industrial Corridors,West Bengal,239.4,262.1,27,29,99.2,98.6,9,2,1,0,0,0,6.4,9,9-month delay,Land acquisition
HIST-01153,Urban Transit,Maharashtra,127.7,133.4,37,38,92.9,86.8,9,0,0,0,0,0,0.6,0,Delivered within plan,No material delay
HIST-01154,Ports,Maharashtra,257.8,265.8,60,75,98.3,94.6,16,0,0,0,0,0,-0.2,1,1-month delay,No material delay
HIST-01155,Railways,Madhya Pradesh,262.4,266.1,22,8,43.3,38.5,9,0,0,1,0,0,0.1,1,1-month delay,Pending clearance
HIST-01156,Power,Gujarat,333.2,357.7,21,55,100.0,92.2,4,0,0,0,1,0,-7.5,3,3-month delay,Funding release
HIST-01157,Water & Sanitation,Andhra Pradesh,192.5,197.2,49,9,18.3,27.8,14,0,0,0,0,0,-5.4,4,4-month delay,No material delay
HIST-01158,Urban Transit,Maharashtra,491.1,494.9,61,74,89.8,95.4,17,1,0,0,0,0,-1.5,0,Delivered within plan,No material delay
HIST-01159,Roads,Haryana,144.5,163.0,49,36,79.8,73.6,11,1,1,1,0,0,-1.7,0,Delivered within plan,Land acquisition
HIST-01160,Roads,Maharashtra,240.0,249.9,57,35,82.5,73.6,16,2,0,1,0,0,3.0,1,1-month delay,Milestone slippage
HIST-01161,Railways,Gujarat,447.2,464.4,17,48,85.4,67.8,5,0,0,0,0,0,-2.6,0,Delivered within plan,No material delay
HIST-01162,Railways,Telangana,129.8,152.6,17,66,98.7,100.0,4,2,1,1,1,0,9.2,9,9-month delay,Land acquisition
HIST-01163,Railways,Haryana,83.8,95.4,44,33,64.2,75.3,9,0,1,1,1,0,-1.6,0,Delivered within plan,Land acquisition
HIST-01164,Airports,Karnataka,401.5,411.6,47,30,69.1,77.1,13,1,0,0,0,0,4.5,1,1-month delay,No material delay
